1244,Kimberly,Estrada
1245,Bradley,Wu
1246,Regina,Adams
1247,Ashley,Mccall
1248,Nathaniel,Bush
1249,Sara,Ortiz
1250,Lauren,Brown
1251,Kristin,Harper
1252,Melissa,Bell
1253,April,Brown
1254,Zachary,Banks
1255,Christopher,Ferguson
1256,Jennifer,Foley
1257,Erica,Cruz
1258,Lauren,Buchanan
1259,Anthony,Smith
1260,Joseph,Martin
1261,Randy,Wagner
1262,Stacy,Brown
1263,Steven,Mccoy
1264,Brandon,Ross
1265,Blake,Tucker
1266,Kevin,Alexander
1267,Paul,Williams
1268,Kyle,Howard
1269,Susan,Harrison
1270,Jennifer,Perez
1271,Robert,Brown
1272,Christine,Anderson
1273,William,Johnson
1274,Sarah,Peters
1275,Alison,Thompson
1276,Lawrence,Wilson
1277,Amber,Morgan
1278,Douglas,Downs
1279,Nathan,Bird
1280,Kevin,Garcia
1281,Cassandra,Larsen
1282,Martin,Scott
1283,Michael,Barnett
1284,Jeremy,Fox
1285,Laura,Keith
1286,Jennifer,Parker
1287,Beth,Davis
1288,Daniel,Hunter
1289,Nicholas,Roberts
1290,Jessica,Nelson
1291,Meagan,Griffin
1292,Nicole,Fritz
1293,Diana,Jenkins
1294,Phillip,Fleming
1295,Samuel,Stephenson
1296,Alison,Wilson
1297,Johnny,Lee
1298,Kimberly,Valentine
1299,Matthew,Mitchell
1300,Lisa,Hayes
1301,Veronica,Johnson
1302,Emily,Hernandez
1303,Carol,Reyes
1304,Lauren,Torres
1305,Angie,Jones
1306,Jasmine,Stanley
1307,Justin,Nixon
1308,Jaclyn,Schwartz
1309,Grace,Armstrong
1310,Kimberly,Baker
1311,Melinda,Petty
1312,Kristen,Jimenez
1313,Brooke,James
1314,Natasha,Baker
1315,Heather,Miller
1316,Matthew,Price
1317,John,Cunningham
1318,Mallory,Morales
1319,Patricia,Hill
1320,Daryl,Morgan
1321,Bryan,Tyler
1322,David,Larsen
1323,Adam,Shelton
1324,Brent,Henry
1325,Steven,Davila
1326,Zoe,Sanders
1327,Marc,Dodson
1328,Andre,Fuller
1329,Ralph,Smith
1330,Lauren,Forbes
1331,John,Murphy
1332,Tiffany,Green
1333,James,Kent
1334,Alan,Wolf
1335,Sarah,Moran
1336,John,Williams
1337,Travis,Chaney
1338,Kaylee,Gardner
1339,Raymond,Hunt
1340,Angela,Watson
1341,Matthew,Perry
1342,Caitlin,Lee
1343,Carlos,Wu
1344,Crystal,Duncan
1345,Linda,Shaffer
1346,Cameron,Williams
1347,Mary,Young
1348,Kelsey,Mitchell
1349,Nathaniel,Silva
1350,James,Roach
1351,Emily,Jenkins
1352,Kenneth,Baker
1353,Rebecca,King
1354,Shawn,Vaughn
1355,Michael,Giles
1356,Michele,Cochran
1357,Roger,Dawson
1358,Harold,Lawson
1359,Stephanie,Pruitt
1360,Ana,Cline
1361,Jacob,Vega
1362,Amanda,Alvarado
1363,Gary,Brown
1364,Janet,Webb
1365,Mike,Ramirez
1366,Brandy,Johnson
1367,Joseph,Hernandez
1368,Dana,Lopez
1369,Gregory,Hernandez
1370,Robert,Charles
1371,Andrew,Mcclain
1372,Patricia,May
1373,Cynthia,Johnston
1374,Jesse,Cohen
1375,Julie,Rodriguez
1376,James,Moreno
1377,Ronald,Carpenter
1378,Beth,Scott
1379,Natalie,Johnson
1380,Dwayne,Beltran
1381,Derek,Delacruz
1382,William,Hall
1383,Amanda,Kelley
1384,Alyssa,Thompson
1385,Brent,Turner
1386,John,Evans
1387,Cody,Williams
1388,Christine,Soto
1389,Henry,Shah
1390,Carlos,Atkins
1391,Kristopher,Gutierrez
1392,Carlos,Richards
1393,Derrick,Pollard
1394,Eddie,Peters
1395,Valerie,West
1396,Summer,Bryant
1397,Matthew,Reese
1398,Larry,Johnson
1399,Daniel,Patrick
1400,Tammy,Johnson
1401,Joseph,Thompson
1402,Daniel,Becker
1403,Donna,Jones
1404,Deborah,Richardson
1405,Debra,Lynch
1406,Kevin,Watson
1407,Paul,Roy
1408,Connie,Velasquez
1409,Manuel,Phillips
1410,Randy,Morris
1411,Jeremy,Young
1412,Christopher,Rhodes
1413,Heather,Bush
1414,Nicholas,Taylor
1415,Jeff,Bennett
1416,Kyle,Price
1417,Jennifer,Hicks
1418,Christine,Marshall
1419,Larry,Cisneros
1420,Sheila,Valdez
1421,Kevin,Ray
1422,Vanessa,Gonzalez
1423,Jennifer,Morris
1424,Jason,Herrera
1425,Brittney,Schultz
1426,Shawn,Robbins
1427,Heather,Walker
1428,Matthew,Rodriguez
1429,Patricia,Munoz
1430,Jose,Wells
1431,Karen,Schmidt
1432,Nicole,Smith
1433,Jennifer,Williams
1434,Kelly,Torres
1435,Jason,Briggs
1436,Rebekah,Knight
1437,Todd,Pitts
1438,Amber,Hernandez
1439,Sara,Richardson
1440,Katie,Evans
1441,Betty,Gibson
1442,Linda,Davis
1443,Patricia,Moreno
1444,Susan,Alvarez
1445,Mark,Castillo
1446,Rick,Foster
1447,Tamara,Lawson
1448,Christina,Orr
1449,Deanna,Cole
1450,Jeffrey,Ward
1451,Krista,Reyes
1452,Christopher,Fox
1453,Kelly,Paul
1454,Michelle,Alvarez
1455,Gloria,Gallegos
1456,Rose,Bates
1457,Jason,Gutierrez
1458,Matthew,Miller
1459,Michael,Kelly
1460,David,Kim
1461,Marilyn,Meza
1462,Vanessa,Bentley
1463,Bryan,Mckinney
1464,Pamela,Phillips
1465,Bonnie,Armstrong
1466,Marc,Nash
1467,Edward,Griffith
1468,Lisa,Gonzalez
1469,Scott,Jones
1470,Emily,Smith
1471,John,Brown
1472,Benjamin,Holt
1473,Jessica,Wall
1474,Dawn,Bryant
1475,Randy,Young
1476,Destiny,Parker
1477,Julia,Baker
1478,Isaac,Reed
1479,Wendy,Hoover
1480,Deanna,Ruiz
1481,Nicholas,Martinez
1482,Samuel,Bailey
1483,George,Owen
1484,Michael,Zimmerman
1485,Mary,Rivera
1486,Tiffany,Ortiz
1487,Bryan,Reeves
1488,Colleen,Harrison
1489,Patrick,Walker
1490,William,Olson
1491,Dakota,White
1492,Briana,Hendricks
1493,Amanda,Murphy
1494,Ian,Woods
1495,Abigail,Powell
1496,Patrick,Smith
1497,Jeremy,Guerrero
1498,Amy,Weber
1499,Thomas,Stewart
1500,Bradley,Peterson
1501,Jennifer,Becker
1502,David,Holt
1503,Kristin,Schwartz
1504,Michael,Richardson
1505,Denise,Willis
1506,Mark,Morgan
1507,Meredith,Cook
1508,Veronica,Boyle
1509,Anthony,Gallagher
1510,Karen,Stewart
1511,Ryan,Kirk
1512,Ethan,Hernandez
1513,Valerie,Hernandez
1514,Kimberly,Russell
1515,David,Owens
1516,Gabriela,Perkins
1517,Timothy,Long
1518,Jeffrey,Vincent
1519,Amber,Lozano
1520,Richard,Anderson
1521,Randall,Wilson
1522,Brenda,Mcdonald
1523,Stefanie,Smith
1524,Elizabeth,Edwards
1525,Phillip,Campbell
1526,Joanna,Castillo
1527,Joseph,Owen
1528,Charles,Becker
1529,Paul,Foster
1530,Sara,Obrien
1531,Anne,Andrews
1532,Amanda,Terrell
1533,Joseph,Riley
1534,Kenneth,Richardson
1535,Rebecca,King
1536,Laura,Wilson
1537,Stacey,Patterson
1538,Victor,Bradley
1539,David,Quinn
1540,Seth,Lee
1541,Dwayne,Boyd
1542,Michelle,Taylor
1543,Micheal,Campbell
1544,Morgan,Owen
1545,Karen,Cardenas
1546,Jonathan,Glass
1547,Chelsea,Gomez
1548,Leah,Ross
1549,April,Klein
1550,Rebecca,Wheeler
1551,David,Smith
1552,Stephanie,Hudson
1553,Emily,Lowe
1554,James,Nelson
1555,Heather,Wells
1556,Travis,Williams
1557,Michael,Kennedy
1558,Joshua,Choi
1559,Andrea,Mcgee
1560,Deborah,Casey
1561,Denise,Robinson
1562,Tyrone,Pruitt
1563,Daniel,Smith
1564,Jaclyn,Brooks
1565,Karen,Cole
1566,Jenny,Avila
1567,Michael,Griffin
1568,Lisa,Smith
1569,Joshua,Gomez
1570,Edward,Vargas
1571,Andrew,Bolton
1572,Carlos,Hensley
1573,Jeffrey,Stone
1574,Connor,Williams
1575,Daniel,Li
1576,Larry,Vega
1577,Edward,Riley
1578,Bradley,Davis
1579,Hannah,Craig
1580,Regina,Norman
1581,Sandra,Michael
1582,Mary,Garcia
1583,Christian,Guerrero
1584,Kevin,Carey
1585,Robert,Cruz
1586,Angela,Dougherty
1587,Chad,Carr
1588,Annette,Lamb
1589,Jane,Russell
1590,Barbara,Schaefer
1591,Patty,Walker
1592,Christina,Wall
1593,Lauren,Powell
1594,Howard,Duncan
1595,Bradley,Hickman
1596,Mark,Wong
1597,Candace,Owens
1598,Monica,Allen
1599,Miguel,Clark
1600,Amy,Nelson
1601,Brittany,Martinez
1602,Philip,Olson
1603,Allison,Hahn
1604,Susan,Thompson
1605,Richard,Gilbert
1606,Ryan,Cortez
1607,Dorothy,Harper
1608,Timothy,Le
1609,Paul,Jones
1610,Tamara,Adams
1611,Sean,Davenport
1612,Charles,Young
1613,Mary,Nelson
1614,Megan,Mays
1615,Laura,Tran
1616,Johnny,Davis
1617,Heidi,Davies
1618,Destiny,Benson
1619,Christopher,Williams
1620,Heidi,Williams
1621,Devin,Hernandez
1622,Christina,Salas
1623,Hannah,Reese
1624,Amy,Wu
1625,James,Moore
1626,Brenda,Hansen
1627,Antonio,Gilmore
1628,James,King
1629,Vickie,Christian
1630,Andrea,Howard
1631,Nichole,Todd
1632,Lindsay,Cameron
1633,Michael,Jordan
1634,Julie,Rosario
1635,Anthony,Cline
1636,James,Harding
1637,Helen,Roberts
1638,Sarah,Pierce
1639,Samantha,Stevens
1640,Danielle,Miller
1641,Ryan,Jennings
1642,Teresa,Martinez
1643,Cameron,Rice
1644,Keith,Roberts
1645,Natalie,Brown
1646,Melvin,Taylor
1647,David,Medina
1648,Julia,Mcneil
1649,Christopher,Herrera
1650,Linda,Townsend
1651,Michelle,Davis
1652,William,Williams
1653,Jaime,Vega
1654,Lauren,Shaffer
1655,Mariah,Smith
1656,Jessica,Foster
1657,Juan,Spears
1658,James,Robinson
1659,Brian,Wright
1660,Troy,Shields
1661,James,Smith
1662,Elijah,Hicks
1663,Nathaniel,Jones
1664,Joseph,Miller
1665,Jeff,Mcgee
1666,Elizabeth,Fisher
1667,Jose,Stewart
1668,Destiny,White
1669,Mia,Santiago
1670,Paul,Armstrong
1671,James,Bowen
1672,Karen,Collier
1673,David,Stone
1674,Michael,Thomas
1675,Jill,Horton
1676,Scott,Perez
1677,David,Carrillo
1678,Marie,Sandoval
1679,Ivan,Martin
1680,Sarah,Prince
1681,Matthew,Nelson
1682,Suzanne,Barnes
1683,James,Moreno
1684,Lindsay,Stevens
1685,Sean,Johnson
1686,Amy,Castillo
1687,Lisa,Fisher
1688,Glenn,Campbell
1689,Samuel,Ross
1690,Brian,Rodriguez
1691,Victoria,Lester
1692,Valerie,Hall
1693,Amber,Adams
1694,Michelle,Mcdonald
1695,Judith,Rodriguez
1696,Nicole,Jacobs
1697,Henry,Sanders
1698,Kristy,Aguilar
1699,Michele,Ortiz
1700,Jacob,Costa
1701,Ronald,Larson
1702,Scott,Perez
1703,Joshua,Brewer
1704,Connie,Cox
1705,Jacob,Peterson
1706,David,Gibson
1707,Scott,Taylor
1708,Lance,Higgins
1709,Sharon,Duncan
1710,Paula,Lewis
1711,Jonathan,Cervantes
1712,Amber,Holt
1713,Jesse,Mcclure
1714,Christopher,Welch
1715,Beth,Wells
1716,Carol,Dickson
1717,Amy,Parker
1718,Teresa,Wood
1719,Tyler,Alexander
1720,Diana,Turner
1721,Scott,Phillips
1722,Angela,Peterson
1723,Evelyn,Hughes
1724,Kristin,Mitchell
1725,Kristin,Parker
1726,David,Munoz
1727,Samantha,Alexander
1728,Daniel,Smith
1729,Nicholas,Johnson
1730,Charles,Stephens
1731,Ian,Baker
1732,Shawn,Montoya
1733,Clarence,Cooper
1734,Sheryl,Davis
1735,Bobby,Brown
1736,David,White
1737,Dylan,Sherman
1738,Jonathan,Pope
1739,Rodney,Maldonado
1740,Brenda,Holland
1741,David,Frey
1742,Christopher,Dunlap
1743,Tony,Davis
1744,Joe,Stewart
1745,Ivan,Lopez
1746,Nicole,Walker
1747,Christina,Walker
1748,Amy,Anderson
1749,Jeffrey,Case
1750,Carrie,Reid
1751,Helen,Johnson
1752,Kaitlyn,Travis
1753,Austin,Castillo
1754,Cassidy,Mccarty
1755,Robert,Shannon
1756,Emily,Bryant
1757,Stephanie,Williamson
1758,Tony,Rodriguez
1759,Kyle,Carter
1760,Debra,Rose
1761,Lauren,Moss
1762,Ashley,Clements
1763,Yvette,Rhodes
1764,Robert,Carter
1765,Cathy,Lewis
1766,Brandon,Brown
1767,Monica,Kelly
1768,David,Chen
1769,Steven,Cole
1770,Alison,Weaver
1771,Anthony,Gross
1772,Connor,Johnson
1773,Julia,Mccormick
1774,Cheryl,Evans
1775,Jennifer,Morris
1776,Theresa,Mcbride
1777,Jennifer,Petty
1778,Joel,Martinez
1779,Kathleen,Gilbert
1780,Karen,Miller
1781,Wayne,Cole
1782,Katherine,Munoz
1783,Jeffrey,Mccoy
1784,Troy,Johnson
1785,Karen,Spencer
1786,Terry,Merritt
1787,John,Hill
1788,Bradley,Ramirez
1789,Wanda,Mitchell
1790,Brenda,Winters
1791,Daniel,Johnson
1792,William,Ramos
1793,Abigail,Coffey
1794,Janet,Jones
1795,Michael,Sharp
1796,Jacob,Jones
1797,Brittney,Bryant
1798,Jacob,Willis
1799,Jacob,Henderson
1800,Anthony,Evans
1801,Timothy,Daugherty
1802,John,Mitchell
1803,Jeremy,Graham
1804,Jason,Rodriguez
1805,Peter,Austin
1806,Sherri,Jimenez
1807,Toni,Padilla
1808,Linda,Sanchez
1809,Jonathan,Wagner
1810,Todd,Jones
1811,Jamie,Mcintyre
1812,Anthony,Bradley
1813,Lisa,Davis
1814,Beth,Vance
1815,Michelle,Anderson
1816,David,Long
1817,Mark,Johnson
1818,Paul,Hunter
1819,Cody,Wilcox
1820,Steven,Robinson
1821,Melvin,Miller
1822,Allen,Silva
1823,Jason,Scott
1824,Diane,Thomas
1825,Elizabeth,Palmer
1826,Sean,Bradford
1827,Katie,Dawson
1828,Karen,Chambers
1829,Matthew,Dominguez
1830,Michelle,Alexander
1831,Nathan,Lewis
1832,Ryan,Potts
1833,Stacey,Williams
1834,Tonya,Ross
1835,Shannon,Becker
1836,Jasmine,Foster
1837,Robert,Smith
1838,Jacob,Davis
1839,Jared,Schmidt
1840,Ryan,Johnson
1841,Alyssa,Mcneil
1842,Regina,Kim
1843,Deborah,Anderson
1844,Jake,Benitez
1845,Joel,Bray
1846,Monica,Gray
1847,James,Reid
1848,Leah,Thornton
1849,Jeffery,Lopez
1850,Amy,Evans
1851,Laura,Roberts
1852,Amy,Hall
1853,Colleen,Gross
1854,Jennifer,Duncan
1855,Wendy,Taylor
1856,Susan,Barnes
1857,Leah,Jones
1858,Todd,Miller
1859,Stephanie,Newton
1860,Christopher,Clark
1861,Michael,Hernandez
1862,David,Cole
1863,Jacob,Kramer
1864,Michelle,Dixon
1865,Elizabeth,Lynch
1866,Brandon,Mack
1867,Denise,Thompson
1868,Keith,Anderson
1869,Samantha,White
1870,Jon,Foster
1871,Max,Collins
1872,Scott,Roberts
1873,James,Gibson
1874,Kelly,Molina
1875,Jamie,Rodriguez
1876,Kara,Allison
1877,Michael,Castaneda
1878,Joseph,Adams
1879,Sarah,Walters
1880,Aaron,Carter
1881,Christine,Jackson
1882,David,Lowe
1883,Angela,Velez
1884,Tamara,Evans
1885,Michael,Miller
1886,Sara,Thomas
1887,Caroline,Zavala
1888,Richard,Price
1889,Kristina,Burton
1890,Tony,Mathews
1891,Sherry,Weiss
1892,Katie,Mckay
1893,Teresa,Sanchez
1894,Nichole,Webb
1895,Kathleen,Hayes
1896,Abigail,Hudson
1897,Mary,Berry
1898,Eric,Thomas
1899,Linda,Price
1900,Rebecca,Hanna
1901,Joshua,Lawson
1902,Steven,Robinson
1903,James,Cisneros
1904,Crystal,Acosta
1905,Lucas,Bishop
1906,Teresa,Wilkinson
1907,Darren,Forbes
1908,Amy,Griffin
1909,Amanda,Romero
1910,Steven,Barajas
1911,Tiffany,Jones
1912,Adam,Ross
1913,James,Alvarez
1914,Michael,Rodriguez
1915,Maureen,Manning
1916,Eugene,Clark
1917,Malik,Vargas
1918,William,Chase
1919,Richard,Duncan
1920,Katherine,Collins
1921,Joshua,Bowers
1922,Renee,Snyder
1923,Ronnie,Ford
1924,Paul,Carter
1925,Sarah,Perez
1926,John,Sanders
1927,Kimberly,Oneill
1928,Morgan,Rocha
1929,Jesse,Lowe
1930,Heather,Johnson
1931,Kayla,Mcintyre
1932,David,Smith
1933,Jose,Rios
1934,Barbara,Torres
1935,Erika,Roberts
1936,Emily,Moore
1937,Samuel,Powell
1938,Christian,Johnson
1939,Michael,Montgomery
1940,Grant,Stone
1941,Elizabeth,Fox
1942,Samuel,Mcbride
1943,Katelyn,Thomas
1944,Willie,Crosby
1945,Laura,Moody
1946,Tim,Ashley
1947,Jennifer,Carroll
1948,Catherine,Miller
1949,Ryan,Simpson
1950,Jonathan,Alvarez
1951,Brandon,Martin
1952,Jeffrey,Hill
1953,Kristy,Cook
1954,Cynthia,Rodriguez
1955,Joseph,Hill
1956,Margaret,Hughes
1957,Sharon,Howe
1958,Robyn,Ward
1959,Kyle,Reilly
1960,Frank,Berry
1961,Emma,Hernandez
1962,Natasha,Wiggins
1963,Kevin,Morrison
1964,Jillian,Estrada
1965,Alexis,Stout
1966,Jennifer,Ballard
1967,Katherine,Ray
1968,Loretta,Ayala
1969,Steven,Whitehead
1970,April,Lopez
1971,Tiffany,Armstrong
1972,Andrew,Santana
1973,Anita,Cook
1974,Jennifer,Rodriguez
1975,Gina,Mcbride
1976,Michael,Camacho
1977,Rachel,Goodman
1978,Cynthia,Cruz
1979,Carl,Williams
1980,Jaclyn,Schmidt
1981,Vanessa,Robinson
1982,Christopher,Dillon
1983,Kim,Long
1984,Makayla,Wiley
1985,Melanie,Abbott
1986,Laura,Sanchez
1987,Robert,Vazquez
1988,Nicholas,Wallace
1989,Rebecca,Smith
1990,Michelle,Cross
1991,Timothy,Eaton
1992,Denise,Jones
1993,Kevin,Wagner
1994,Carlos,Rose
1995,Karen,Mcdowell
1996,Larry,Schneider
1997,Whitney,Campbell
1998,Cynthia,Williams
1999,Kristi,Russell
